timestamp,time,grid_load_kw,charging_power_kw,soc_percent,charger_utilization,peak_demand_kw,solar_generation_kw,renewable_ratio,battery_health_percent,degradation_score,thermal_index,charging_stress_score,grid_stress_index,anomaly_score,carbon_savings_kg,rl_reward_signal,normalized_load,normalized_soc,normalized_stress,renewable_state,peak_penalty,station_efficiency_score,renewable_utilization_score,predicted_peak_risk,charging_queue_index,battery_risk_level,chargerA,chargerB,chargerC,chargerD,load,grid_load,soc,solar_kw,grid_load_kw_ma3,grid_load_kw_ma6,charging_power_kw_ma3,load_lag1,load_lag3,soc_lag1
2020-09-25 23:00:00+00:00,16:00,96.51,1.814,45.0,0.1,97.03,90.3,0.9306,93.3,2.02,28.1,10.6,0.4365,2.041,37.93,0.3743,0.9034,0.448,0.106,0.482,0.0,0.25,0.482,0.4331,0.4,0.0,0.0,0.0,0.0,0.0,96.51,96.51,45.0,90.3,95.98,95.72,0.91,95.46,95.46,47.0
2020-09-26 00:00:00+00:00,17:00,96.86,1.814,46.3,0.1,97.03,70.65,0.7281,93.3,2.03,28.1,10.6,0.4365,1.291,29.67,0.3069,0.9034,0.475,0.106,0.4213,0.0,0.25,0.4213,0.4331,0.4,0.0,0.0,0.0,0.0,0.0,96.86,96.86,46.3,70.65,96.51,95.98,1.36,97.03,95.46,44.8
2020-09-26 01:00:00+00:00,18:00,96.97,1.814,48.3,0.1,97.03,44.97,0.4635,93.3,2.04,28.1,10.6,0.4365,0.913,18.89,0.1869,0.9034,0.503,0.106,0.3167,0.0,0.25,0.3167,0.4331,0.4,0.0,0.0,0.0,0.0,0.0,96.97,96.97,48.3,44.97,97.03,96.24,1.81,97.03,95.46,47.5
2020-09-26 02:00:00+00:00,19:00,96.56,1.355,49.9,0.05,97.03,24.49,0.2542,93.6,1.92,27.3,7.2,0.4187,0.045,10.29,0.0735,0.8971,0.516,0.072,0.2026,0.0,0.25,0.2026,0.3965,0.2,0.0,0.0,0.0,0.0,0.0,96.56,96.56,49.9,24.49,96.81,96.4,1.66,97.03,97.03,50.3
2020-09-26 03:00:00+00:00,20:00,96.43,1.355,52.6,0.05,97.03,1.94,0.0201,93.6,1.93,27.3,7.2,0.4187,0.296,0.81,-0.1386,0.8971,0.553,0.072,0.0197,0.0,0.25,0.0197,0.3965,0.2,0.0,0.0,0.0,0.0,0.0,96.43,96.43,52.6,1.94,96.58,96.54,1.51,96.36,97.03,51.6
2020-09-26 04:00:00+00:00,21:00,96.38,1.355,55.8,0.05,97.03,0.0,0.0,93.6,1.94,27.3,7.2,0.4187,0.913,0.0,-0.155,0.8971,0.589,0.072,0.0,0.0,0.25,0.0,0.3965,0.2,0.0,0.0,0.0,0.0,0.0,96.38,96.38,55.8,0.0,96.36,96.7,1.36,96.36,97.03,55.3
2020-09-26 05:00:00+00:00,22:00,96.37,1.355,59.2,0.05,97.03,0.0,0.0,93.5,1.95,27.3,7.2,0.4187,0.645,0.0,-0.1476,0.8971,0.626,0.072,0.0,0.0,0.25,0.0,0.3965,0.2,0.0,0.0,0.0,0.0,0.0,96.37,96.37,59.2,0.0,96.36,96.58,1.36,96.36,96.36,58.9
2020-09-26 06:00:00+00:00,23:00,96.36,1.355,62.7,0.05,97.03,0.0,0.0,93.5,1.96,27.3,7.2,0.4187,0.408,0.0,-0.1404,0.8971,0.662,0.072,0.0,0.0,0.25,0.0,0.3965,0.2,0.0,0.0,0.0,0.0,0.0,96.36,96.36,62.7,0.0,96.36,96.47,1.36,96.36,96.36,62.6
2020-09-26 12:00:00+00:00,05:00,95.99,0.8009999999999999,50.4,0.05,97.03,0.0,0.0,93.8,1.87,27.0,4.8,0.4164,2.041,0.0,-0.1878,0.8919,0.382,0.048,0.0,0.0,0.25,0.0,0.3659,0.2,0.0,0.0,0.0,0.0,0.0,95.99,95.99,50.4,0.0,96.17,96.27,1.17,96.36,96.36,66.2
2020-09-26 13:00:00+00:00,06:00,95.86,0.8009999999999999,45.4,0.05,97.03,0.17,0.0018,93.7,1.88,27.0,4.8,0.4164,1.291,0.07,-0.1813,0.8919,0.404,0.048,0.0018,0.0,0.25,0.0018,0.3659,0.2,0.0,0.0,0.0,0.0,0.0,95.86,95.86,45.4,0.17,95.99,96.17,0.99,95.8,96.36,38.2
2020-09-26 14:00:00+00:00,07:00,96.4,1.4909999999999999,42.8,0.1,97.03,25.11,0.2597,93.2,2.07,27.9,9.2,0.435,1.27,10.55,0.0392,0.9,0.402,0.092,0.2062,0.0,0.25,0.2062,0.4134,0.4,0.0,0.0,0.0,0.0,0.69,96.4,96.4,42.8,25.11,96.09,96.22,1.03,95.8,96.36,40.4
2020-09-26 15:00:00+00:00,08:00,96.58,1.4909999999999999,42.6,0.1,97.03,48.27,0.4993,93.2,2.08,27.9,9.2,0.435,0.997,20.27,0.1958,0.9,0.424,0.092,0.333,0.0,0.25,0.333,0.4134,0.4,0.0,0.0,0.0,0.0,0.69,96.58,96.58,42.6,48.27,96.38,96.28,1.26,96.67,95.8,40.2
2020-09-26 16:00:00+00:00,09:00,96.64,1.4909999999999999,43.6,0.1,97.03,68.55,0.7091,93.1,2.09,27.9,9.2,0.435,0.801,28.79,0.2983,0.9,0.445,0.092,0.4149,0.0,0.25,0.4149,0.4134,0.4,0.0,0.0,0.0,0.0,0.69,96.64,96.64,43.6,68.55,96.67,96.33,1.49,96.67,95.8,42.4
2020-09-26 17:00:00+00:00,10:00,96.66,1.4909999999999999,45.1,0.1,97.03,92.01,0.9518,93.1,2.1,27.9,9.2,0.435,0.645,38.64,0.3898,0.9,0.466,0.092,0.4877,0.0,0.25,0.4877,0.4134,0.4,0.0,0.0,0.0,0.0,0.69,96.66,96.66,45.1,92.01,96.67,96.38,1.49,96.67,96.67,44.5
2020-09-26 18:00:00+00:00,11:00,96.67,1.4909999999999999,46.9,0.1,97.03,104.37,1.0797,93.1,2.11,27.9,9.2,0.435,0.408,43.84,0.4318,0.9,0.487,0.092,0.5192,0.0,0.25,0.5192,0.4134,0.4,0.0,0.0,0.0,0.0,0.69,96.67,96.67,46.9,104.37,96.67,96.52,1.49,96.67,96.67,46.6
2020-09-26 19:00:00+00:00,12:00,96.67,1.4909999999999999,48.8,0.1,97.03,118.83,1.2,93.1,2.12,27.9,9.2,0.435,0.0,49.91,0.4747,0.9,0.508,0.092,0.5514,0.0,0.25,0.5514,0.4134,0.4,0.0,0.0,0.0,0.0,0.69,96.67,96.67,48.8,118.83,96.67,96.67,1.49,96.67,96.67,48.7
2020-09-26 20:00:00+00:00,13:00,96.67,1.4909999999999999,50.9,0.1,97.03,119.88,1.2,93.0,2.13,27.9,9.2,0.435,0.0,50.35,0.4815,0.9,0.529,0.092,0.5536,0.0,0.25,0.5536,0.4134,0.4,0.0,0.0,0.0,0.0,0.69,96.67,96.67,50.9,119.88,96.67,96.67,1.49,96.67,96.67,50.8
2020-09-26 21:00:00+00:00,14:00,96.67,1.4909999999999999,52.9,0.1,97.03,116.17,1.2,93.0,2.14,27.9,9.2,0.435,0.0,48.79,0.4764,0.9,0.55,0.092,0.5458,0.0,0.25,0.5458,0.4134,0.4,0.0,0.0,0.0,0.0,0.69,96.67,96.67,52.9,116.17,96.67,96.67,1.49,96.67,96.67,52.9
2020-09-26 22:00:00+00:00,15:00,96.02,0.69,53.3,0.05,97.03,105.07,1.098,93.5,1.95,26.9,4.4,0.4159,2.041,44.13,0.4725,0.8909,0.536,0.044,0.5234,0.0,0.25,0.5234,0.3599,0.2,0.0,0.0,0.0,0.0,0.69,96.02,96.02,53.3,105.07,96.34,96.51,1.22,96.67,96.67,55.0
2020-09-26 23:00:00+00:00,16:00,95.8,0.69,54.4,0.05,97.03,94.15,0.9839,93.5,1.96,26.9,4.4,0.4159,1.291,39.54,0.4435,0.8909,0.556,0.044,0.4959,0.0,0.25,0.4959,0.3599,0.2,0.0,0.0,0.0,0.0,0.69,95.8,95.8,54.4,94.15,96.02,96.34,0.96,95.69,96.67,53.6
2020-09-27 00:00:00+00:00,17:00,95.73,0.69,56.0,0.05,97.03,70.31,0.7348,93.5,1.97,26.9,4.4,0.4159,0.913,29.53,0.3608,0.8909,0.576,0.044,0.4236,0.0,0.25,0.4236,0.3599,0.2,0.0,0.0,0.0,0.0,0.69,95.73,95.73,56.0,70.31,95.69,96.18,0.69,95.69,96.67,55.6
2020-09-27 03:00:00+00:00,20:00,95.78,0.7975,46.0,0.05,97.03,0.0,0.0,93.4,2.0,27.0,4.8,0.4164,0.476,0.0,-0.1924,0.8919,0.359,0.048,0.0,0.0,0.25,0.0,0.3659,0.2,0.0,0.0,0.0,0.0,0.0,95.78,95.78,46.0,0.0,95.73,96.04,0.73,95.69,95.69,57.6
2020-09-27 04:00:00+00:00,21:00,95.79,0.7975,42.8,0.05,97.03,0.0,0.0,93.4,2.01,27.0,4.8,0.4164,0.233,0.0,-0.1848,0.8919,0.397,0.048,0.0,0.0,0.25,0.0,0.3659,0.2,0.0,0.0,0.0,0.0,0.0,95.79,95.79,42.8,0.0,95.76,95.89,0.76,95.8,95.69,35.9
2020-09-27 05:00:00+00:00,22:00,95.8,0.7975,43.1,0.05,97.03,0.0,0.0,93.3,2.02,27.0,4.8,0.4164,0.913,0.0,-0.1774,0.8919,0.434,0.048,0.0,0.0,0.25,0.0,0.3659,0.2,0.0,0.0,0.0,0.0,0.0,95.8,95.8,43.1,0.0,95.8,95.74,0.8,95.8,95.69,39.7
2020-09-27 06:00:00+00:00,23:00,96.73,1.9575,42.6,0.1,97.19,0.0,0.0,92.6,2.29,28.2,11.2,0.4372,2.033,0.0,-0.2117,0.9049,0.421,0.112,0.0,0.0,0.25,0.0,0.4418,0.4,0.0,0.0,0.0,0.0,0.0,96.73,96.73,42.6,0.0,96.26,96.0,1.18,95.8,95.8,43.4
2020-09-27 07:00:00+00:00,00:00,96.35,1.16,41.9,0.05,97.19,0.0,0.0,93.1,2.1,27.2,6.3,0.4179,0.152,0.0,-0.1874,0.8953,0.411,0.063,0.0,0.0,0.25,0.0,0.3856,0.2,0.0,0.0,0.0,0.0,0.0,96.35,96.35,41.9,0.0,96.38,96.07,1.3,97.19,95.8,42.1
2020-09-27 08:00:00+00:00,01:00,96.22,1.16,43.5,0.05,97.19,0.0,0.0,93.1,2.11,27.2,6.3,0.4179,0.015,0.0,-0.1792,0.8953,0.452,0.063,0.0,0.0,0.25,0.0,0.3856,0.2,0.0,0.0,0.0,0.0,0.0,96.22,96.22,43.5,0.0,96.5,96.15,1.43,96.16,95.8,41.1
2020-09-27 09:00:00+00:00,02:00,96.18,1.16,46.4,0.05,97.19,0.0,0.0,93.1,2.12,27.2,6.3,0.4179,0.101,0.0,-0.171,0.8953,0.493,0.063,0.0,0.0,0.25,0.0,0.3856,0.2,0.0,0.0,0.0,0.0,0.0,96.18,96.18,46.4,0.0,96.16,96.21,1.16,96.16,97.19,45.2
2020-09-28 05:00:00+00:00,22:00,95.95,0.8310000000000001,42.5,0.05,97.19,0.0,0.0,93.2,2.08,27.0,5.0,0.4165,0.764,0.0,-0.1879,0.8922,0.385,0.05,0.0,0.0,0.25,0.0,0.3676,0.2,0.0,0.0,0.0,0.0,0.0,95.95,95.95,42.5,0.0,96.05,96.22,1.05,96.16,96.16,49.3
2020-09-28 06:00:00+00:00,23:00,95.87,0.8310000000000001,41.7,0.05,97.19,0.0,0.0,93.1,2.09,27.0,5.0,0.4165,0.781,0.0,-0.1829,0.8922,0.41,0.05,0.0,0.0,0.25,0.0,0.3676,0.2,0.0,0.0,0.0,0.0,0.0,95.87,95.87,41.7,0.0,95.94,96.22,0.94,95.83,96.16,38.5
2020-09-28 07:00:00+00:00,00:00,95.84,0.8310000000000001,42.6,0.05,97.19,0.0,0.0,93.1,2.1,27.0,5.0,0.4165,0.913,0.0,-0.1779,0.8922,0.435,0.05,0.0,0.0,0.25,0.0,0.3676,0.2,0.0,0.0,0.0,0.0,0.0,95.84,95.84,42.6,0.0,95.83,96.0,0.83,95.83,96.16,41.0
2020-09-28 08:00:00+00:00,01:00,95.83,0.8310000000000001,44.3,0.05,97.19,0.0,0.0,93.1,2.11,27.0,5.0,0.4165,0.645,0.0,-0.1729,0.8922,0.46,0.05,0.0,0.0,0.25,0.0,0.3676,0.2,0.0,0.0,0.0,0.0,0.0,95.83,95.83,44.3,0.0,95.83,95.94,0.83,95.83,95.83,43.5
2020-09-28 09:00:00+00:00,02:00,95.83,0.8310000000000001,46.4,0.05,97.19,0.0,0.0,93.1,2.12,27.0,5.0,0.4165,0.408,0.0,-0.1679,0.8922,0.485,0.05,0.0,0.0,0.25,0.0,0.3676,0.2,0.0,0.0,0.0,0.0,0.0,95.83,95.83,46.4,0.0,95.83,95.88,0.83,95.83,95.83,46.0
2020-09-28 10:00:00+00:00,03:00,95.83,0.8310000000000001,48.7,0.05,97.19,0.0,0.0,93.0,2.13,27.0,5.0,0.4165,0.0,0.0,-0.1629,0.8922,0.51,0.05,0.0,0.0,0.25,0.0,0.3676,0.2,0.0,0.0,0.0,0.0,0.0,95.83,95.83,48.7,0.0,95.83,95.83,0.83,95.83,95.83,48.5
2020-09-28 11:00:00+00:00,04:00,95.83,0.8310000000000001,51.1,0.05,97.19,0.0,0.0,93.0,2.14,27.0,5.0,0.4165,0.0,0.0,-0.1579,0.8922,0.535,0.05,0.0,0.0,0.25,0.0,0.3676,0.2,0.0,0.0,0.0,0.0,0.0,95.83,95.83,51.1,0.0,95.83,95.83,0.83,95.83,95.83,51.0
2020-09-28 12:00:00+00:00,05:00,95.83,0.8310000000000001,53.6,0.05,97.19,0.0,0.0,93.0,2.15,27.0,5.0,0.4165,0.0,0.0,-0.1527,0.8922,0.561,0.05,0.0,0.0,0.25,0.0,0.3676,0.2,0.0,0.0,0.0,0.0,0.0,95.83,95.83,53.6,0.0,95.83,95.83,0.83,95.83,95.83,53.5
2020-09-28 13:00:00+00:00,06:00,95.83,0.8310000000000001,56.1,0.05,97.19,0.0,0.0,93.0,2.16,27.0,5.0,0.4165,0.0,0.0,-0.1477,0.8922,0.586,0.05,0.0,0.0,0.25,0.0,0.3676,0.2,0.0,0.0,0.0,0.0,0.0,95.83,95.83,56.1,0.0,95.83,95.83,0.83,95.83,95.83,56.1
2020-09-28 14:00:00+00:00,07:00,95.83,0.8310000000000001,58.6,0.05,97.19,23.63,0.2466,92.9,2.17,27.0,5.0,0.4165,0.0,9.92,0.0947,0.8922,0.611,0.05,0.1978,0.0,0.25,0.1978,0.3676,0.2,0.0,0.0,0.0,0.0,0.0,95.83,95.83,58.6,23.63,95.83,95.83,0.83,95.83,95.83,58.6
2020-09-28 17:00:00+00:00,10:00,96.1,1.2344444444444445,49.6,0.05,97.19,92.0,0.956,92.7,2.24,27.3,6.7,0.4182,2.041,38.64,0.3967,0.8959,0.406,0.067,0.4888,0.0,0.25,0.4888,0.3894,0.2,0.0,0.0,1.23,0.0,0.0,96.1,96.1,49.6,92.0,95.96,95.9,0.97,95.83,95.83,61.1
2020-09-28 18:00:00+00:00,11:00,96.19,1.2344444444444445,46.8,0.05,97.19,107.8,1.1202,92.7,2.25,27.3,6.7,0.4182,1.291,45.28,0.4509,0.8959,0.439,0.067,0.5284,0.0,0.25,0.5284,0.3894,0.2,0.0,0.0,1.23,0.0,0.0,96.19,96.19,46.8,107.8,96.1,95.96,1.1,96.23,95.83,40.6
2020-09-28 19:00:00+00:00,12:00,96.22,1.2344444444444445,46.9,0.05,97.19,117.71,1.2,92.7,2.26,27.3,6.7,0.4182,0.913,49.44,0.4834,0.8959,0.471,0.067,0.5502,0.0,0.25,0.5502,0.3894,0.2,0.0,0.0,1.23,0.0,0.0,96.22,96.22,46.9,117.71,96.23,96.03,1.23,96.23,95.83,43.9
2020-09-28 20:00:00+00:00,13:00,96.23,1.2344444444444445,48.7,0.05,97.19,125.35,1.2,92.6,2.27,27.3,6.7,0.4182,0.645,52.65,0.5086,0.8959,0.504,0.067,0.5657,0.0,0.25,0.5657,0.3894,0.2,0.0,0.0,1.23,0.0,0.0,96.23,96.23,48.7,125.35,96.23,96.1,1.23,96.23,96.23,47.1
2020-09-28 21:00:00+00:00,14:00,96.23,1.2344444444444445,51.1,0.05,97.19,115.62,1.2,92.6,2.28,27.3,6.7,0.4182,0.408,48.56,0.4911,0.8959,0.536,0.067,0.5458,0.0,0.25,0.5458,0.3894,0.2,0.0,0.0,1.23,0.0,0.0,96.23,96.23,51.1,115.62,96.23,96.16,1.23,96.23,96.23,50.4
2020-09-28 22:00:00+00:00,15:00,96.23,1.2344444444444445,54.0,0.05,97.19,105.49,1.0962,92.6,2.29,27.3,6.7,0.4182,0.0,44.31,0.4704,0.8959,0.569,0.067,0.523,0.0,0.25,0.523,0.3894,0.2,0.0,0.0,1.23,0.0,0.0,96.23,96.23,54.0,105.49,96.23,96.23,1.23,96.23,96.23,53.6
2020-09-28 23:00:00+00:00,16:00,96.23,1.2344444444444445,57.1,0.05,97.19,89.05,0.9254,92.6,2.3,27.3,6.7,0.4182,0.0,37.4,0.4259,0.8959,0.601,0.067,0.4806,0.0,0.25,0.4806,0.3894,0.2,0.0,0.0,1.23,0.0,0.0,96.23,96.23,57.1,89.05,96.23,96.23,1.23,96.23,96.23,56.9
2020-09-29 00:00:00+00:00,17:00,96.23,1.2344444444444445,60.2,0.05,97.19,72.24,0.7507,92.5,2.31,27.3,6.7,0.4182,0.0,30.34,0.3701,0.8959,0.633,0.067,0.4288,0.0,0.25,0.4288,0.3894,0.2,0.0,0.0,1.23,0.0,0.0,96.23,96.23,60.2,72.24,96.23,96.23,1.23,96.23,96.23,60.1
2020-09-29 01:00:00+00:00,18:00,96.23,1.2344444444444445,63.4,0.05,97.19,49.92,0.5188,92.5,2.32,27.3,6.7,0.4182,0.0,20.97,0.2721,0.8959,0.666,0.067,0.3416,0.0,0.25,0.3416,0.3894,0.2,0.0,0.0,1.23,0.0,0.0,96.23,96.23,63.4,49.92,96.23,96.23,1.23,96.23,96.23,63.3
2020-09-29 08:00:00+00:00,01:00,95.94,0.7928571428571428,50.1,0.05,97.19,0.0,0.0,92.7,2.26,27.0,4.8,0.4163,2.041,0.0,-0.1906,0.8918,0.368,0.048,0.0,0.0,0.25,0.0,0.3654,0.2,0.0,0.0,0.0,0.0,0.0,95.94,95.94,50.1,0.0,96.08,96.16,1.09,96.23,96.23,66.6
2020-09-29 09:00:00+00:00,02:00,95.84,0.7928571428571428,44.8,0.05,97.19,0.0,0.0,92.6,2.27,27.0,4.8,0.4163,1.291,0.0,-0.1852,0.8918,0.395,0.048,0.0,0.0,0.25,0.0,0.3654,0.2,0.0,0.0,0.0,0.0,0.0,95.84,95.84,44.8,0.0,95.94,96.08,0.94,95.79,96.23,36.8
2020-09-29 10:00:00+00:00,03:00,95.81,0.7928571428571428,43.5,0.05,97.19,0.0,0.0,92.6,2.28,27.0,4.8,0.4163,0.913,0.0,-0.1798,0.8918,0.422,0.048,0.0,0.0,0.25,0.0,0.3654,0.2,0.0,0.0,0.0,0.0,0.0,95.81,95.81,43.5,0.0,95.79,96.01,0.79,95.79,96.23,39.5
2020-09-29 11:00:00+00:00,04:00,96.44,1.5653571428571427,41.9,0.1,97.19,0.0,0.0,92.1,2.48,27.9,9.5,0.4354,1.693,0.0,-0.2091,0.9008,0.403,0.095,0.0,0.0,0.25,0.0,0.4178,0.4,0.0,0.0,0.0,0.0,0.0,96.44,96.44,41.9,0.0,96.11,96.1,1.05,95.79,95.79,42.2
2020-09-29 12:00:00+00:00,05:00,96.65,1.5653571428571427,42.6,0.1,97.19,0.0,0.0,92.0,2.49,27.9,9.5,0.4354,1.203,0.0,-0.2029,0.9008,0.434,0.095,0.0,0.0,0.25,0.0,0.4178,0.4,0.0,0.0,0.0,0.0,0.0,96.65,96.65,42.6,0.0,96.43,96.18,1.31,96.75,95.79,40.3
2020-09-29 13:00:00+00:00,06:00,96.72,1.5653571428571427,44.6,0.1,97.19,0.0,0.0,92.0,2.5,27.9,9.5,0.4354,0.913,0.0,-0.1965,0.9008,0.466,0.095,0.0,0.0,0.25,0.0,0.4178,0.4,0.0,0.0,0.0,0.0,0.0,96.72,96.72,44.6,0.0,96.75,96.27,1.57,96.75,95.79,43.4
2020-09-29 14:00:00+00:00,07:00,96.74,1.5653571428571427,47.2,0.1,97.19,20.2,0.2088,92.0,2.51,27.9,9.5,0.4354,0.645,8.48,0.0169,0.9008,0.497,0.095,0.1727,0.0,0.25,0.1727,0.4178,0.4,0.0,0.0,0.0,0.0,0.0,96.74,96.74,47.2,20.2,96.75,96.43,1.57,96.75,96.75,46.6
2020-09-30 06:00:00+00:00,23:00,96.5,1.3825,42.5,0.05,97.19,0.0,0.0,92.2,2.43,27.4,7.3,0.4188,0.38,0.0,-0.1976,0.8973,0.378,0.073,0.0,0.0,0.25,0.0,0.3976,0.2,0.0,0.0,0.0,0.0,1.38,96.5,96.5,42.5,0.0,96.63,96.53,1.5,96.75,96.75,49.7
2020-09-30 07:00:00+00:00,00:00,97.59,2.8025,41.2,0.1,98.14,0.0,0.0,91.3,2.74,28.8,14.7,0.4412,1.981,0.0,-0.229,0.9137,0.399,0.147,0.0,0.0,0.25,0.0,0.4937,0.4,0.0,0.0,0.0,0.0,1.38,97.59,97.59,41.2,0.0,97.09,96.92,1.92,96.38,96.75,37.8
2020-09-30 08:00:00+00:00,01:00,97.96,2.8025,43.0,0.1,98.14,0.0,0.0,91.3,2.75,28.8,14.7,0.4412,1.269,0.0,-0.2192,0.9137,0.448,0.147,0.0,0.0,0.25,0.0,0.4937,0.4,0.0,0.0,0.0,0.0,1.38,97.96,97.96,43.0,0.0,97.55,97.15,2.33,98.14,96.75,39.9
2020-09-30 09:00:00+00:00,02:00,99.34,4.058863636363636,45.1,0.15,100.03,0.0,0.0,90.5,3.03,30.0,21.4,0.4947,1.704,0.0,-0.3644,0.9313,0.473,0.214,0.0,0.1225,0.25,0.0,0.5969,0.6,1.0,0.0,0.0,0.0,1.38,99.34,99.34,45.1,0.0,98.77,97.7,3.22,98.14,96.38,44.8
2020-09-30 10:00:00+00:00,03:00,97.29,1.2563636363636363,45.4,0.05,100.03,0.0,0.0,92.1,2.45,27.3,6.7,0.4183,0.937,0.0,-0.1799,0.8962,0.456,0.067,0.0,0.0,0.25,0.0,0.391,0.2,0.0,0.0,0.0,0.0,0.0,97.29,97.29,45.4,0.0,98.14,97.62,2.71,100.03,98.14,47.3
2020-09-30 11:00:00+00:00,04:00,96.6,1.2563636363636363,47.1,0.05,100.03,0.0,0.0,92.1,2.46,27.3,6.7,0.4183,0.839,0.0,-0.1735,0.8962,0.488,0.067,0.0,0.0,0.25,0.0,0.391,0.2,0.0,0.0,0.0,0.0,0.0,96.6,96.6,47.1,0.0,97.52,97.54,2.19,96.26,98.14,45.6
2020-09-30 12:00:00+00:00,05:00,98.11,3.4588636363636365,46.7,0.1,100.03,0.0,0.0,90.9,2.89,29.2,17.4,0.4442,0.621,0.0,-0.2259,0.9205,0.464,0.174,0.0,0.0,0.25,0.0,0.5336,0.4,1.0,0.0,0.0,0.0,2.2,98.11,98.11,46.7,0.0,97.13,97.95,1.99,96.26,100.03,48.8
2020-09-30 13:00:00+00:00,06:00,98.62,3.4588636363636365,49.0,0.1,100.03,0.0,0.0,90.9,2.9,29.2,17.4,0.4442,0.522,0.0,-0.2163,0.9205,0.512,0.174,0.0,0.0,0.25,0.0,0.5336,0.4,1.0,0.0,0.0,0.0,2.2,98.62,98.62,49.0,0.0,98.0,98.07,2.72,98.87,96.26,46.4
