_id,session_id,site_id,cluster_id,station_id,space_id,arrival_time,departure_time,done_charging_time,kwh_delivered,timezone,user_id,kwh_requested,minutes_available,requested_departure,wh_per_mile,plug_duration_hours,charging_duration_hours,time_to_requested_departure_hours,electricity_price_usd_per_kwh,electricity_price_norm,solar_availability,grid_active_sessions,grid_load_ratio,grid_load_norm,hourly_site_intensity,hourly_site_intensity_norm,rl_hour_sin,rl_hour_cos,rl_weekday_norm,rl_energy_delivered_norm,rl_energy_requested_norm,rl_fulfillment_ratio,rl_plug_duration_norm,rl_charging_duration_norm,rl_time_to_departure_norm,rl_price_norm,rl_solar_norm,rl_grid_load_norm,rl_state_dim
synth_0010,sess_000010,caltech,caltech,station_018,space_1,2020-10-31 12:39:14+00:00,2020-10-31 19:13:08+00:00,2020-10-31 15:43:41+00:00,5.28,America/Los_Angeles,user_15,6.19,393,2020-10-31 19:13:08+00:00,300,6.565,3.0741666666666667,6.565,0.1331909696229424,0.050734498549778524,0.07545604621424133,1,0.05,0.2,1.0,0.5,0.9958049275746618,0.0915016186634023,0.8333333333333334,0.18532818532818535,0.18877706617871304,0.8529886914378029,0.6573033707865169,0.5229904068805823,0.6573033707865169,0.050734498549778524,0.07545604621424133,0.2,12
synth_0011,sess_000011,caltech,caltech,station_009,space_33,2020-10-27 12:04:58+00:00,2020-10-27 14:31:51+00:00,2020-10-27 13:25:47+00:00,3.81,America/Los_Angeles,user_65,4.82,146,2020-10-27 14:31:51+00:00,300,2.4480555555555554,1.3469444444444445,2.4480555555555554,0.13166687903143423,0.04487261165936244,0.0,1,0.05,0.2,1.0,0.5,0.9702957262759965,0.2419218955996679,0.16666666666666666,0.13373113373113374,0.14699603537663924,0.7904564315352697,0.2451051284903771,0.22914796087141442,0.2451051284903771,0.04487261165936244,0.0,0.2,12
synth_0012,sess_000012,caltech,caltech,station_018,space_34,2020-11-12 18:21:24+00:00,2020-11-13 01:01:58+00:00,2020-11-12 19:41:50+00:00,6.07,America/Los_Angeles,user_77,6.25,400,2020-11-13 01:01:58+00:00,250,6.676111111111111,1.3405555555555555,6.676111111111111,0.22099046046341825,0.38842484793622406,0.7838707263478338,2,0.1,0.4,1.0,0.5,0.4186597375374284,-0.9081431738250811,0.5,0.2130572130572131,0.1906068923452272,0.9712000000000001,0.6684280787629325,0.22806105571570343,0.6684280787629325,0.38842484793622406,0.7838707263478338,0.4,12
synth_0013,sess_000013,caltech,caltech,station_010,space_16,2020-10-05 08:05:14+00:00,2020-10-05 17:29:04+00:00,2020-10-05 13:25:12+00:00,26.17,America/Los_Angeles,,32.74,563,2020-10-05 17:29:04+00:00,250,9.397222222222222,5.332777777777777,9.397222222222222,0.13690861810452049,0.06503314655584803,0.0,4,0.2,0.8,2.0,1.0,0.27982901403099203,0.9600498543859287,0.0,0.9185679185679186,0.9984751448612382,0.7993280390959071,0.940872177105351,0.9072350077973631,0.940872177105351,0.06503314655584803,0.0,0.8,12
synth_0014,sess_000014,caltech,caltech,station_018,space_9,2020-10-02 19:00:13+00:00,2020-10-03 02:43:29+00:00,2020-10-02 23:59:30+00:00,28.49,America/Los_Angeles,,31.06,463,2020-10-03 02:43:29+00:00,280,7.721111111111111,4.9880555555555555,7.721111111111111,0.2270126401337807,0.4115870774376181,0.9110378687878516,3,0.15,0.6,1.0,0.5,1.2246467991473532e-16,-1.0,0.6666666666666666,1.0,0.9472400121988411,0.9172569220862846,0.7730559572811214,0.8485893861348708,0.7730559572811214,0.4115870774376181,0.9110378687878516,0.6,12
synth_0015,sess_000015,caltech,caltech,station_018,space_13,2020-10-20 05:02:36+00:00,2020-10-20 11:01:42+00:00,2020-10-20 08:52:14+00:00,21.58,America/Los_Angeles,user_52,28.01,359,2020-10-20 11:01:42+00:00,300,5.985,3.8272222222222223,5.985,0.20711061305675144,0.335040819449044,0.0021251319392432853,1,0.05,0.2,1.0,0.5,-0.4924235601034665,0.8703556959399,0.16666666666666666,0.7574587574587575,0.8542238487343703,0.7704391288825418,0.5992323951496273,0.6511034450167762,0.5992323951496273,0.335040819449044,0.0021251319392432853,0.2,12
synth_0016,sess_000016,caltech,caltech,station_003,space_22,2020-11-06 00:15:49+00:00,2020-11-06 09:24:37+00:00,2020-11-06 03:14:48+00:00,5.06,America/Los_Angeles,,5.68,548,2020-11-06 09:24:37+00:00,280,9.146666666666667,2.9830555555555556,9.146666666666667,0.3855312617612375,1.0,0.6963487473071219,3,0.15,0.6,1.0,0.5,-0.8968727415326883,-0.44228869021900136,0.6666666666666666,0.1776061776061776,0.17322354376334248,0.8908450704225351,0.9157859606185338,0.5074901942252257,0.9157859606185338,1.0,0.6963487473071219,0.6,12
synth_0017,sess_000017,caltech,caltech,station_002,space_22,2020-09-25 04:10:21+00:00,2020-09-25 06:16:33+00:00,2020-09-25 05:41:03+00:00,2.41,America/Los_Angeles,,2.4,126,2020-09-25 06:16:33+00:00,320,2.1033333333333335,1.5116666666666667,2.1033333333333335,0.205616760987565,0.3292952345675577,0.04684340164336337,1,0.05,0.2,1.0,0.5,-0.6755902076156598,0.7372773368101244,0.6666666666666666,0.0845910845910846,0.07319304666056725,1.0041666666666669,0.2105907219935477,0.25717121119039743,0.2105907219935477,0.3292952345675577,0.04684340164336337,0.2,12
synth_0018,sess_000018,caltech,caltech,station_019,space_31,2020-10-15 06:37:28+00:00,2020-10-15 12:42:28+00:00,2020-10-15 11:06:10+00:00,23.23,America/Los_Angeles,user_61,28.41,365,2020-10-15 12:42:28+00:00,280,6.083333333333333,4.4783333333333335,6.083333333333333,0.1331767545196091,0.05067982507541958,0.0,2,0.1,0.4,2.0,1.0,-0.1001880616120765,0.9949685182509117,0.5,0.8153738153738155,0.8664226898444648,0.817669834565294,0.6090777617087552,0.761873257407495,0.6090777617087552,0.05067982507541958,0.0,0.4,12
synth_0019,sess_000019,caltech,caltech,station_015,space_4,2020-10-03 15:12:42+00:00,2020-10-03 17:32:08+00:00,2020-10-03 16:29:52+00:00,3.43,America/Los_Angeles,user_13,3.17,139,2020-10-03 17:32:08+00:00,300,2.323888888888889,1.2861111111111112,2.323888888888889,0.2192511113352062,0.38173504359694693,0.44555209735784984,3,0.15,0.6,1.0,0.5,0.8386705679454243,-0.5446390350150268,0.8333333333333334,0.1203931203931204,0.09667581579749923,1.082018927444795,0.23267326732673269,0.2187987335192099,0.23267326732673269,0.38173504359694693,0.44555209735784984,0.6,12
synth_0020,sess_000020,caltech,caltech,station_014,space_12,2020-10-05 02:01:55+00:00,2020-10-05 05:38:43+00:00,2020-10-05 03:07:27+00:00,3.06,America/Los_Angeles,user_32,3.82,216,2020-10-05 05:38:43+00:00,250,3.6133333333333333,1.0922222222222222,3.6133333333333333,0.3772270645468211,0.9893348636416196,0.3418534046698213,3,0.15,0.6,1.0,0.5,-0.9647873238288132,0.26303121445797406,0.0,0.10740610740610741,0.11649893260140287,0.8010471204188482,0.36177550339303594,0.18581352488067673,0.36177550339303594,0.9893348636416196,0.3418534046698213,0.6,12
synth_0021,sess_000021,caltech,caltech,station_018,space_1,2020-11-06 11:59:10+00:00,2020-11-06 20:21:15+00:00,2020-11-06 17:11:38+00:00,4.54,America/Los_Angeles,user_31,4.39,502,2020-11-06 20:21:15+00:00,320,8.368055555555555,5.207777777777777,8.368055555555555,0.10978605683394088,0.0,0.0,2,0.1,0.4,1.0,0.5,0.8638355052043957,0.5037739770455263,0.6666666666666666,0.15935415935415936,0.13388228118328757,1.0341685649202734,0.8378295694738013,0.8859694721421483,0.8378295694738013,0.0,0.0,0.4,12
synth_0022,sess_000022,caltech,caltech,station_013,space_1,2020-11-10 05:03:47+00:00,2020-11-10 08:22:47+00:00,2020-11-10 06:41:33+00:00,1.07,America/Los_Angeles,user_34,1.36,199,2020-11-10 08:22:47+00:00,320,3.316666666666667,1.6294444444444445,3.316666666666667,0.23833812008011046,0.4551466156927325,0.0,1,0.05,0.2,1.0,0.5,-0.6977904598416802,0.7163019434246541,0.16666666666666666,0.03755703755703756,0.04147605977432144,0.7867647058823529,0.33207253309600626,0.27720807145219983,0.33207253309600626,0.4551466156927325,0.0,0.2,12
synth_0023,sess_000023,caltech,caltech,station_018,space_32,2020-10-22 04:05:43+00:00,2020-10-22 09:11:27+00:00,2020-10-22 08:59:40+00:00,28.46,America/Los_Angeles,,28.99,305,2020-10-22 09:11:27+00:00,250,5.095555555555555,4.899166666666667,5.095555555555555,0.21768205776896796,0.3757002221883383,0.029297215392595822,2,0.1,0.4,1.0,0.5,-0.6915130557822698,0.7223639620597551,0.5,0.998946998946999,0.8841110094541018,0.981717833735771,0.5101791077984202,0.8334672274467181,0.5101791077984202,0.3757002221883383,0.029297215392595822,0.4,12
synth_0024,sess_000024,caltech,caltech,station_002,space_38,2020-11-19 17:00:16+00:00,2020-11-20 00:45:29+00:00,2020-11-19 17:50:22+00:00,1.72,America/Los_Angeles,user_68,1.66,465,2020-11-20 00:45:29+00:00,250,7.753611111111111,0.835,7.753611111111111,0.2135750826675534,0.35990416410597464,0.4572603209459836,3,0.15,0.6,1.0,0.5,0.7071067811865476,-0.7071067811865475,0.5,0.060372060372060374,0.05062519060689234,1.036144578313253,0.7763099343642229,0.14205377817683476,0.7763099343642229,0.35990416410597464,0.4572603209459836,0.6,12
synth_0025,sess_000025,caltech,caltech,station_013,space_8,2020-10-12 12:25:12+00:00,2020-10-12 14:30:08+00:00,2020-10-12 13:01:39+00:00,3.08,America/Los_Angeles,user_73,3.08,124,2020-10-12 14:30:08+00:00,250,2.082222222222222,0.6075,2.082222222222222,0.11471799674267655,0.0,0.02115029086605765,1,0.05,0.2,1.0,0.5,0.9883615104677607,0.1521233861899168,0.0,0.10810810810810811,0.09393107654772798,1.0,0.2084770274780287,0.10335050328434385,0.2084770274780287,0.0,0.02115029086605765,0.2,12
synth_0026,sess_000026,caltech,caltech,station_009,space_14,2020-10-02 10:27:06+00:00,2020-10-02 15:30:54+00:00,2020-10-02 13:36:54+00:00,10.15,America/Los_Angeles,user_41,10.1,303,2020-10-02 15:30:54+00:00,320,5.0633333333333335,3.1633333333333336,5.0633333333333335,0.12798463778330021,0.030710145320385455,0.07853761135141135,3,0.15,0.6,1.0,0.5,0.785316930880745,0.619093949309834,0.6666666666666666,0.35626535626535627,0.30802073802988716,1.004950495049505,0.5069529424852598,0.5381598223146354,0.5069529424852598,0.030710145320385455,0.07853761135141135,0.6,12
synth_0027,sess_000027,caltech,caltech,station_003,space_1,2020-10-07 04:23:06+00:00,2020-10-07 11:35:39+00:00,2020-10-07 06:32:05+00:00,4.46,America/Los_Angeles,user_73,5.79,432,2020-10-07 11:35:39+00:00,250,7.2091666666666665,2.149722222222222,7.2091666666666665,0.22548166096546118,0.40569869602100456,0.005609202460329056,5,0.25,1.0,1.0,0.5,-0.6327053285625163,0.7743926440821854,0.3333333333333333,0.15654615654615656,0.17657822506861848,0.770293609671848,0.7217988652797864,0.3657199565237938,0.7217988652797864,0.40569869602100456,0.005609202460329056,1.0,12
synth_0028,sess_000028,caltech,caltech,station_003,space_16,2020-11-15 16:11:44+00:00,2020-11-15 19:30:26+00:00,2020-11-15 17:26:28+00:00,6.81,America/Los_Angeles,user_21,7.32,198,2020-11-15 19:30:26+00:00,300,3.3116666666666665,1.2455555555555555,3.3116666666666665,0.22619098917393982,0.4084268814382301,0.4713139423835079,1,0.05,0.2,1.0,0.5,0.8410390129643925,-0.5409744713679938,1.0,0.23903123903123902,0.22323879231473012,0.9303278688524589,0.3315719212370675,0.2118992486177402,0.3315719212370675,0.4084268814382301,0.4713139423835079,0.2,12
synth_0029,sess_000029,caltech,caltech,station_004,space_9,2020-11-14 19:56:16+00:00,2020-11-14 21:30:15+00:00,2020-11-14 21:18:33+00:00,2.72,America/Los_Angeles,user_14,3.26,93,2020-11-14 21:30:15+00:00,280,1.5663888888888888,1.371388888888889,1.5663888888888888,0.22646231504511824,0.409470442481224,0.8074412901129031,1,0.05,0.2,1.0,0.5,0.017452406437283883,-0.9998476951563913,0.8333333333333334,0.09547209547209548,0.0994205550472705,0.834355828220859,0.15683057069751918,0.23330655451065643,0.15683057069751918,0.409470442481224,0.8074412901129031,0.2,12
synth_0030,sess_000030,caltech,caltech,station_009,space_33,2020-10-20 22:02:02+00:00,2020-10-21 01:55:43+00:00,2020-10-20 23:14:56+00:00,2.7,America/Los_Angeles,user_7,2.53,233,2020-10-21 01:55:43+00:00,320,3.894722222222222,1.215,3.894722222222222,0.2521247140130569,0.5081719769732959,0.9421225456826464,2,0.1,0.4,1.0,0.5,-0.7132504491541813,-0.7009092642998511,0.16666666666666666,0.09477009477009478,0.07715767002134796,1.0671936758893281,0.38994882634330846,0.2067010065686877,0.38994882634330846,0.5081719769732959,0.9421225456826464,0.4,12
synth_0031,sess_000031,caltech,caltech,station_009,space_11,2020-10-21 08:07:41+00:00,2020-10-21 10:00:10+00:00,2020-10-21 09:05:11+00:00,1.01,America/Los_Angeles,user_71,1.19,112,2020-10-21 10:00:10+00:00,250,1.8747222222222222,0.9583333333333334,1.8747222222222222,0.11390377475423076,0.0,0.031703405379728926,2,0.1,0.4,1.0,0.5,0.28819626813408933,0.9575713608048144,0.3333333333333333,0.03545103545103545,0.03629155230253126,0.8487394957983194,0.18770163533207254,0.16303577335664668,0.18770163533207254,0.0,0.031703405379728926,0.4,12
synth_0032,sess_000032,caltech,caltech,station_018,space_3,2020-10-05 08:06:06+00:00,2020-10-05 10:14:28+00:00,2020-10-05 10:02:58+00:00,10.33,America/Los_Angeles,user_75,11.58,128,2020-10-05 10:14:28+00:00,320,2.1394444444444445,1.9477777777777778,2.1394444444444445,0.11231635906392694,0.0,0.0,5,0.25,1.0,2.0,1.0,0.28401534470392265,0.958819734868193,0.0,0.3625833625833626,0.35315645013723695,0.8920552677029361,0.21420625208588276,0.3313643022541468,0.21420625208588276,0.0,0.0,1.0,12
synth_0033,sess_000033,caltech,caltech,station_002,space_23,2020-10-06 20:23:10+00:00,2020-10-06 22:14:29+00:00,2020-10-06 21:22:49+00:00,5.43,America/Los_Angeles,user_32,6.34,111,2020-10-06 22:14:29+00:00,300,1.8552777777777778,0.9941666666666666,1.8552777777777778,0.20779340907628183,0.33766695798569935,1.0,3,0.15,0.6,1.0,0.5,-0.3542910379977154,-0.9351352096860118,0.16666666666666666,0.1905931905931906,0.19335163159499846,0.8564668769716088,0.18575481143619982,0.16913189357780825,0.18575481143619982,0.33766695798569935,1.0,0.6,12
synth_0034,sess_000034,caltech,caltech,station_005,space_16,2020-11-17 20:02:23+00:00,2020-11-18 05:03:17+00:00,2020-11-17 22:46:29+00:00,10.25,America/Los_Angeles,user_23,12.84,540,2020-11-18 05:03:17+00:00,250,9.015,2.735,9.015,0.22923969133863242,0.4201526589947401,0.8786437797467583,1,0.05,0.2,1.0,0.5,-0.008726535498373713,-0.9999619230641713,0.16666666666666666,0.3597753597753598,0.39158279963403475,0.7982866043613708,0.9026031816664813,0.46528992013609943,0.9026031816664813,0.4201526589947401,0.8786437797467583,0.2,12
synth_0035,sess_000035,caltech,caltech,station_008,space_18,2020-10-11 21:21:26+00:00,2020-10-12 05:07:04+00:00,2020-10-11 23:41:03+00:00,12.69,America/Los_Angeles,,14.98,465,2020-10-12 05:07:04+00:00,320,7.760555555555555,2.3269444444444445,7.760555555555555,0.23693458439081339,0.4497484015031284,0.8201205145982089,1,0.05,0.2,1.0,0.5,-0.5771451900372334,-0.816641555161679,1.0,0.44541944541944545,0.4568465995730406,0.8471295060080106,0.7770052286127489,0.3958697604082983,0.7770052286127489,0.4497484015031284,0.8201205145982089,0.2,12
synth_0036,sess_000036,caltech,caltech,station_015,space_23,2020-09-28 05:39:05+00:00,2020-09-28 14:26:57+00:00,2020-09-28 07:22:29+00:00,8.31,America/Los_Angeles,user_30,8.22,527,2020-09-28 14:26:57+00:00,280,8.797777777777778,1.7233333333333334,8.797777777777778,0.21829078813517688,0.3780414928276034,0.0,1,0.05,0.2,1.0,0.5,-0.3461170570774934,0.9381913359224839,0.0,0.2916812916812917,0.25068618481244287,1.010948905109489,0.8808543775725888,0.29318085156656115,0.8808543775725888,0.3780414928276034,0.0,0.2,12
synth_0037,sess_000037,caltech,caltech,station_009,space_23,2020-11-02 03:54:34+00:00,2020-11-02 08:11:58+00:00,2020-11-02 07:41:07+00:00,21.34,America/Los_Angeles,user_52,25.01,257,2020-11-02 08:11:58+00:00,300,4.29,3.7758333333333334,4.29,0.3673976528455621,0.9515294340213926,0.02451573688149028,1,0.05,0.2,1.0,0.5,-0.8788171126619654,0.47715876025960835,0.0,0.7490347490347491,0.7627325404086612,0.8532586965213914,0.42952497496940706,0.6423609470251879,0.42952497496940706,0.9515294340213926,0.02451573688149028,0.2,12
synth_0038,sess_000038,caltech,caltech,station_009,space_3,2020-09-27 03:43:50+00:00,2020-09-27 06:12:39+00:00,2020-09-27 06:09:08+00:00,3.19,America/Los_Angeles,,3.43,148,2020-09-27 06:12:39+00:00,300,2.480277777777778,2.421666666666667,2.480277777777778,0.36763278176463143,0.9524337760178132,0.027029700011767757,1,0.05,0.2,1.0,0.5,-0.7575649843840502,0.6527597524627218,1.0,0.11196911196911197,0.1046050625190607,0.9300291545189504,0.24833129380353766,0.4119843107603611,0.24833129380353766,0.9524337760178132,0.027029700011767757,0.2,12
synth_0039,sess_000039,caltech,caltech,station_019,space_13,2020-11-05 20:17:17+00:00,2020-11-06 02:56:26+00:00,2020-11-05 23:36:03+00:00,8.12,America/Los_Angeles,user_56,7.31,399,2020-11-06 02:56:26+00:00,280,6.6525,3.312777777777778,6.6525,0.22975889181737053,0.4221495839129636,1.0,3,0.15,0.6,1.0,0.5,-0.07410849019539895,-0.9972501850994857,0.5,0.285012285012285,0.22293382128697772,1.1108071135430917,0.6660640783179441,0.5635839516090922,0.6660640783179441,0.4221495839129636,1.0,0.6,12
synth_0040,sess_000040,caltech,caltech,station_020,space_21,2020-10-29 20:06:51+00:00,2020-10-30 01:16:48+00:00,2020-10-30 01:02:29+00:00,26.6,America/Los_Angeles,user_16,31.6,309,2020-10-30 01:16:48+00:00,300,5.1658333333333335,4.927222222222222,5.1658333333333335,0.23114881256805164,0.4274954329540448,0.9727594366852674,4,0.2,0.8,1.0,0.5,-0.28401534470392237,-0.9588197348681932,0.5,0.9336609336609337,0.9637084476974688,0.8417721518987342,0.5172154855935032,0.8382401587826663,0.5172154855935032,0.4274954329540448,0.9727594366852674,0.8,12
synth_0041,sess_000041,caltech,caltech,station_010,space_36,2020-11-12 17:05:51+00:00,2020-11-12 21:13:35+00:00,2020-11-12 19:04:46+00:00,5.05,America/Los_Angeles,,5.39,247,2020-11-12 21:13:35+00:00,320,4.128888888888889,1.9819444444444445,4.128888888888889,0.2281473140245779,0.41595120778683814,0.5729861521701398,1,0.05,0.2,1.0,0.5,0.6915130557822694,-0.7223639620597555,0.5,0.17725517725517725,0.16437938395852394,0.9369202226345084,0.4133941484036044,0.33717688199990553,0.4133941484036044,0.41595120778683814,0.5729861521701398,0.2,12
synth_0042,sess_000042,caltech,caltech,station_001,space_20,2020-10-11 08:55:47+00:00,2020-10-11 15:39:41+00:00,2020-10-11 11:05:05+00:00,7.21,America/Los_Angeles,user_56,8.76,403,2020-10-11 15:39:41+00:00,300,6.7316666666666665,2.155,6.7316666666666665,0.11001735439066958,0.0,0.06742116656064334,2,0.1,0.4,1.0,0.5,0.48098876891938763,0.8767267557075077,1.0,0.2530712530712531,0.26715462031107046,0.8230593607305936,0.6739904327511402,0.3666178346959028,0.6739904327511402,0.0,0.06742116656064334,0.4,12
synth_0043,sess_000043,caltech,caltech,station_006,space_6,2020-11-08 14:55:03+00:00,2020-11-08 20:10:21+00:00,2020-11-08 18:37:48+00:00,11.68,America/Los_Angeles,user_80,12.08,315,2020-11-08 20:10:21+00:00,280,5.255,3.7125,5.255,0.22348241984600078,0.39800930710000304,0.13244515086473796,2,0.1,0.4,2.0,1.0,0.9713420698132614,-0.23768589232617318,1.0,0.40996840996841,0.36840500152485517,0.966887417218543,0.5261430637445768,0.631586408959879,0.5261430637445768,0.39800930710000304,0.13244515086473796,0.4,12
synth_0044,sess_000044,caltech,caltech,station_008,space_31,2020-10-24 14:44:47+00:00,2020-10-24 18:09:21+00:00,2020-10-24 15:49:32+00:00,0.5,America/Los_Angeles,user_10,0.54,204,2020-10-24 18:09:21+00:00,280,3.4094444444444445,1.0791666666666666,3.4094444444444445,0.22175028713711092,0.3913472582196574,0.28243824617454183,3,0.15,0.6,2.0,1.0,0.8987940462991671,-0.4383711467890771,0.8333333333333334,0.01755001755001755,0.016468435498627632,0.9259259259259258,0.34136166425631326,0.1835924578233543,0.34136166425631326,0.3913472582196574,0.28243824617454183,0.6,12
synth_0045,sess_000045,caltech,caltech,station_001,space_7,2020-10-31 18:09:04+00:00,2020-10-31 23:51:11+00:00,2020-10-31 19:55:13+00:00,6.97,America/Los_Angeles,user_29,6.76,342,2020-10-31 23:51:11+00:00,320,5.701944444444444,1.7691666666666668,5.701944444444444,0.2232803289509352,0.3972320344266738,1.0,2,0.1,0.4,1.0,0.5,0.22069743502150113,-0.9753423205085127,0.8333333333333334,0.24464724464724466,0.20616041476059774,1.0310650887573964,0.5708922015797085,0.3009782146401399,0.5708922015797085,0.3972320344266738,1.0,0.4,12
